clean_text,stars,sentiment,word_count,char_count,sent_count,avg_word_len,vader_compound,vader_pos,vader_neg,vader_neu,exclamation_count,question_count,exclamation_density,caps_ratio,unique_word_ratio,review_len_extreme
"as you enter, the pungent odor of the bbq smoke greets your nose. most of the customers seem to be local regulars who come for takeout. a few simple booths and a small dining room, walk up ordering, not fancy in the least but great bbq. we had the sample platter for 4 plus a rack of st. louis ribs, sides of hushpuppies fried okra and greens. the okra was our favorite. the ribs were great, as was the pulled pork. the chicken was good but not outstanding. give it a try for a totally off the strip authentic experience.",4,Positive,100,521,8,4.22,0.9525,0.181,0.038,0.78,0,0,0.0,0.032567049808429116,0.7425742574257426,0
really good tacos.ngeneric beer selection.nhad a slowrudelazy bartender.,2,Negative,8,72,1,8.125,0.4927,0.347,0.0,0.653,0,0,0.0,0.05194805194805195,0.8888888888888888,0
"arrving at sky harbor at 1am was not the issue it was empty, but my departure back home was almost a complete wreck.nnso apparently this weekend, nascar among 1,000 other things was in town. i had a 1240am to atl monday morning. leaving hohokam park around 9pm about 6-7 miles from sh, i didn't get to the f'n car rental center a whole different story until 1030. nnwho's genius idea was it to close the airport exit and re-direct traffic from a 4 lane to a one-lane bottleneck into the airport? that could have been the dumbest, most inefficient thing i have seen since dc shut the interstate near rfk. traffic was unbelievable. and i didn't realize it took another 15 minutes to get to the car rental ""center"".nnafter finally getting to the terminal, check in was slow, considering the amount of people they should have been expecting they had red-eyes going to chi, jfk, and atl, amongst other places. getting to security was ridiculous- i would have rather gotten a handy from tsa then the circus they were running. apparently, waving my sunscreen in the air ""who's is this?"" i should have told them it was my buttplug. i told them, they said i could check it, but i couldn't let it go. cya, sunscreen. nnanother fascinating aspect was i had my cough syrup, hand sanitizer, and my lighter on me. they could care less about the lighter. the hand-gel - gone. and my syrup, they made me take my stuff, and open it, they were testing it for god-only-knows. they didn't care about checking my id to make sure the contents were mine though, just to make sure it wasn't on their list? is that not ass-backwards?nnfinally getting through, there wasn't shit open to eat or shop, a big no-no for people trying to get the hell home- i mean after taking 2 hours to go 6 miles that gets you hungry!nnthe actual airport itself was dated in some parts, but it was clean, its only saving grace.nnimo, this place has a long ways to go to be a well oiled machine, which is a huge disappoinment being a gateway to the west.",2,Negative,365,2008,17,4.504109589041096,0.9811,0.113,0.041,0.846,1,4,0.00273224043715847,0.03404669260700389,0.6120218579234973,1
it took 7 minutes to even greet us at the table. all the servers and hospos were up at the front looking at us while we were looking around for a server. to make matters worse during this 7 minutes the manager was check in with all the tables to see how everything was going and skipped our table completely.,1,Negative,60,308,3,4.15,-0.1779,0.056,0.051,0.893,0,0,0.0,0.009708737864077669,0.7213114754098361,0
"great old fashioned breakfast, nothing fancy just good ol' stick to your ribs grub. good people working there to... i'm a regular now for sure.",5,Positive,25,143,3,4.76,0.3794,0.205,0.154,0.641,0,0,0.0,0.020833333333333332,0.9230769230769231,0
"i hate to say it but i agree with the other users. the cupcakes we received from a groupon were very bland, small, and not up to par with grocery store cakes or cupcakes.",1,Negative,34,170,2,4.029411764705882,0.2263,0.094,0.068,0.838,0,0,0.0,0.01744186046511628,0.8571428571428571,0
slow disorganized service. food is ok but nothing special. our fries were soggy like they had sat under a heat lamp for hours. the tuna melt was dry and the eggs and sausage were dry and bland. will not return.,2,Negative,40,210,5,4.275,0.0933,0.109,0.101,0.789,0,0,0.0,0.023696682464454975,0.8536585365853658,0
"this place is tiny. don't expect to eat in often. there's only 6 flavors available and that's really the only issue with this place. the fruit and dried toppings were good. i played it safe with passion fruit and loved it. throw some kiwi, strawberries, pineapple, and gummi bears, i was set. nni'd give this place another shot for another star. hopefully they'll change their flavors up often.",4,Positive,68,394,8,4.8088235294117645,0.9501,0.232,0.0,0.768,0,0,0.0,0.027227722772277228,0.782608695652174,0
we were hungry while waiting for our flight so we decided to give pwi wei a try. we ordered the mandarin kung pao chicken and mongolian steak. the food is extremely salty and greasy. the only good thing about this place is it's made-to-order so you know the food the food hasn't been sitting there for hours.,2,Negative,57,308,4,4.421052631578948,0.4404,0.05,0.0,0.95,0,0,0.0,0.03870967741935484,0.7758620689655172,0
"first let me start by saying i found nathalie's by browsing groupon.prior to purchasing the groupon i called to verify the detail and ensure it covered what i needed grooming of a lab, i was told yes and set up an appt for the next day. upon arrival i was told it does not cover the cut of a lab and i would incur an extra fee, i was slightly irritated since i had already spoken to someone prior to my purchase but i said ok and asked how much... the response was ""i didn't know you had a groupon, i'm not sure, i'll let you know"" i didn't like it being left open ended but thought it couldn't be more than 10-20 and i would still be getting a good deal so it's fine and i left her. let me also add here that prior to leaving and when filling out my paperwork i alerted them my lab is older and her hips are bad to please be careful. a few hours later we came back to pick her up, i was told i needed to pay 35 more for the cut and because they had to hold her up to shave her. that's literally double the cost of the groupon i purchased! also, my lab is old but she can stand and i have never had a problem or been charged extra for grooming her bc of her age. we were told the normal price for a groom of a lab was 65 we would be paying 70 and to consider it as getting the spa package for free which was actually supposed to already have been a part of the groupon i had purchased. i asked to speak with the groomer bc i was not paying an extra 35... i agreed to pay extra for the cut but i refused to pay double, i was told she had no idea i had a groupon not sure why that even matters, a groom is a groom regardless of the payment no idea it was a lab, or that she was older. i clearly stated a lab when i made my appt, i also let nathalie know about her hips when i signed her in. the groomer finally agreed and said i did not have to pay the extra 35 but i'm still in awe of the extra money they tried to get out of us. they should not run a groupon if you can't afford to take the loss on money to gain new clients, i felt scammed. i also have to add the job was not done well... after this ""spa package"" and bath she came home with goop still in her eye, she had some kind of gross something on her tail, and there were several areas of long hair left that was uncut. nathalie was nice in greeting us, but the groomer was awful and i don't think we will be back...",2,Negative,497,2375,15,3.7806841046277664,0.8821,0.104,0.084,0.813,1,0,0.002008032128514056,0.024665551839464884,0.4759036144578313,1
